,Score,Smiles
3199,0,OC[C@H]1CCCC[C@@H]1CO
3200,0,CC1(C)N=C(CO)N=C(CO)N1c1ccc2ccccc2c1
3201,0,ClC[C@@]1(Cl)CN2CCC1CC2
3202,0,Cc1cc(N)c(N)o1
3203,0,CC1[C@@H](F)CCC[C@@H]1F
3204,0,O=CC1=NN=C(C=O)C1=NNc1nccnn1
3205,0,CC[C@H]1C[C@@H](CC)[C@@H](N)[C@H](C)[C@H]1N
3206,0,FC1(C#CC2(F)CC2)CC1
3207,0,Oc1ccc2c(c1F)Oc1ccc(O)c(F)c1O2
3208,0,C[C@@]12CCC=C(N)[C@]1(N)C2
3209,0,Ic1cc(I)c2ccc3cccc4ccc1c2c43
3210,0,IC1=NC2=NCCN2C(I)=N1
3211,0,N#C/C(I)=C(C#N)/N=C/I
3212,1,N[C@H]1CC=CC[C@H]1N
3213,0,OCC(=N\O)/C(CO)=N\O
3214,0,O=C(O)c1ccc(-c2ccoc2C(=O)O)[nH]1
3215,0,N[C@@H]1[C@@H]2OC[C@H]3O[C@@H](OC[C@@H](O2)[C@@H](O)[C@@H]1O)[C@H](N)[C@H](O)[C@@H]3O
3216,0,Cc1cc(C)cc2c(N)cc(N)c-2c1
3217,0,Nc1cnc2c(N)sc3nc(C(F)(F)F)cc1-n-3-2
3218,0,CC1(C)N=C(F)N=C(F)N1OCc1ccc(Cl)c(Cl)c1
3219,0,I[C@H]1[C@H]2CC=CC[C@@H]2[C@@H](I)[C@@H]2CC=CC[C@@H]12
3220,0,CC(C)(I)C(=O)C(C)(C)I
3221,0,Cc1cc2c(cc1C)[C@H](I)c1ccccc1[C@@H]2I
3222,0,Cc1c(C=O)c(C=O)c(C=O)n1C
3223,0,C[C@@H]1C[C@@H](F)C[C@@H]1F
3224,0,O=C(O)C[C@@H]1C[C@@H]2C[C@H]1C[C@@H]2CC(=O)O
3225,0,CC(C)(N)CCCN
3226,0,CC1(C)NC(=N)NC(=N)N1c1ccccc1Cl
3227,0,O=C[C@@H]1c2ccccc2[C@@H]2[C@H]1[C@H]2C=O
3228,0,O=C[C@@H](O)[C@@H]1CS[C@H](C=O)O1
3229,0,Cc1cc(C(C)(C)C)cc(C)c2c(N)c(N)cc1-2
3230,0,Cl[C@H](C1CCCCC1)[C@H](Cl)C1CCCCC1
3231,0,C[C@@H](N)[C@@H](N)c1ccccc1
3232,0,OCC[C@H]1CCC[C@H](CCO)C1
3233,1,CC1(C)O[C@@H](CN)[C@@H](CN)O1
3234,0,Cc1c(F)cc(F)c(Cl)c1F
3235,0,O[C@H]1[C@@H](I)C[C@@H](I)[C@H](O)[C@@H]1O
3236,0,NC[C@@H]1OC(=O)[C@@H](N)[C@H]1N
3237,0,BrCC#CC#CCBr
3238,0,O=C(O)[C@H](c1ccccc1Cl)[C@H](C(=O)O)c1ccccc1Cl
3239,0,Cc1cc(Cl)c2c(c1)c(C)c(F)n2F
3240,0,C[C@H]1CC[C@@H](N)[C@H](N)C2=CC(C)(C)C[C@@H]21
3241,0,C=C(Cl)[C@@H]1C/C=C(/C)CC/C=C(/Cl)CC1
3242,0,OCC(=N\O)/C(CO)=N/O
3243,0,O=C1CC[C@@H]([C@H]2CCC(=O)[C@H](Cl)C2)C[C@@H]1Cl
3244,0,FCC1(CF)CNC1
3245,0,CC1(C)N=C(Cl)N=C(Cl)N1c1ccc(C#N)cc1
3246,0,C[C@@H]1CCC[C@H](F)[C@@H]1F
3247,0,C[C@H]1CC[C@H]2C(C)(C)[C@H](O)[C@@H](O)C[C@]2(C)[C@@]12Cc1c(O)cc(C=O)c(C=O)c1O2
3248,0,O=C/C=C/c1cc2cccccc-2c1C=O
3249,0,FC[C@@H]1CCC[C@@H]1F
3250,1,Ic1c[nH]c2ccc3c(ccc4[nH]cc(I)c43)c12
3251,0,C[C@@H]1CCc2c(cc(CO)c(F)c2CO)N1
3252,0,Cc1ccc2c(I)c3ccccc3c(I)c2c1Cl
3253,0,O=C(O)C1=N[C@@H](c2ccccc2)N(c2ccc(Cl)cc2)C(C(=O)O)=N1
3254,0,CC1(C)N=C(I)N=C(I)N1c1ccc(Cl)cc1Cl
3255,0,O=C(O)N1CCN(C(=O)O)[C@H](c2ccccc2)c2ccccc2C1
3256,0,OCC[C@@H]1CC[C@H](CCO)O1
3257,0,C[C@@]12CC[C@@H]3[C@H]4Cc5cc(C=O)oc5C[C@@H]4CC[C@H]3[C@@H]1CC[C@@H]2OC=O
3258,0,CCC1=C(I)[C@H](I)[C@H](O)CC1
3259,0,O=C(O)C1=C[C@@H]2C=C(C(=O)O)[C@@H]3C=C[C@H]1[C@H]23
3260,0,FC1=CNC=C(F)C1c1ccccc1F
3261,0,CC(O)=Nc1sc(F)cc1F
3262,1,CC1(C)O[C@@H](CC=O)[C@@H](CC=O)O1
3263,0,COc1cccc(NN=C2C(C=O)=NN=C2C=O)c1
3264,1,O=C(O)c1ccc(C(=O)O)o1
3265,0,O=c1c(O)c(Br)oc(CCl)c1Br
3266,0,CC1=C[C@@H]2OC=C(Br)[C@](C)(Br)[C@@H]2[C@@H](CO)C1
3267,1,CCCCCCCCCCCCCCc1ccc(C(c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
3268,0,CC(C)(F)C#C/C=C/C#CC(C)(C)F
3269,0,CC1(C)CCC[C@]2(C)[C@@H]1CC=C(C=O)[C@]2(C)C=O
3270,0,C[C@H]1CCC[C@@](C)(C=O)[C@@H]1C=O
3271,1,O=Cc1ccc2ccc3ccc(C=O)cc3c2c1
3272,0,CC1(C)OC[C@@H](CN)[C@@H](N)O1
3273,0,Cc1ccc(CN)cc1CN
3274,0,OC[C@@H](c1cccc2ccccc12)[C@@H](CO)c1cccc2ccccc12
3275,1,COc1cc2c(cc1C=O)Cc1cc(OC)c(C=O)cc1Cc1cc(OC)c(C=O)cc1C2
3276,0,CC1(C)[C@@H](Cl)C[C@@H]1CCl
3277,0,CC[C@@]1(C)N=C(Br)N=C(Br)N1c1ccc(Cl)cc1
3278,0,COc1c(C(=O)O)sc2c(C(=O)O)c3cccccc-3c12
3279,0,NC1=CS/C(=C2/SC=C(N)S2)S1
3280,0,NC1=CS/C(=C2\SC=C(N)S2)S1
3281,0,N=C(I)NOC(=O)ONC(=N)I
3282,0,[H]/N=C(/CO)c1ccc2nc(N3C(=O)C[C@@H](CO)c4ccccc43)[nH]c2c1
3283,0,FCc1ccc(CF)c2ccccc12
3284,0,COc1ccc(C2C(C#N)=C(CO)SC(CO)=C2C#N)cc1
3285,0,Cc1c(C(=O)O)c[nH]c1C(=O)O
3286,0,C[C@@H](CO)CCO
3287,1,Cc1ccc(-c2cc(C=O)cc(C=O)c2)cc1
3288,0,N=C1N=NC(N)=C1NNc1ccc(C(=O)O)cc1
3289,0,NC(C=O)=NCCCC=O
3290,0,BrC#Cc1ccc(C#CBr)s1
3291,0,O=C(O)[C@@H](Br)CBr
3292,1,Nc1cc(N)cc(-c2ccc(-c3cc(N)cc(N)c3)cc2)c1
3293,0,Brc1ccc2c(c1)C1(c3ccccc3-2)c2ccccc2-c2ccc(Br)cc21
3294,1,CC1(C)C(=O)[C@@H](N)[C@@H](N)C1=O
3295,0,[H]/N=C(\C(=O)O)c1cccc2c1CC/C2=N\N=C(N)C(=O)O
3296,0,CC(C)(C)[C@@H](CO)[C@H](CO)C(C)(C)C
3297,0,COC(=O)[C@@]12C[C@]1(F)C(F)=C[C@@H]1CC(C)(C)C[C@H]12
3298,0,N#CC1=C(I)SC(I)=C(C#N)C1c1cccc(F)c1
3299,0,Cc1c(Br)c2cc(c1Br)CCc1cccc(c1)CC2
3300,0,N[C@H]1CC/C=C\CC/C=C\CC[C@@H]1N
3301,0,O=C1C[C@@H](CCO)C[C@@]2(CO)CC(=O)[C@@H]3CCCC[C@H]3[C@H]12
3302,0,O/N=C(\Br)CBr
3303,0,Cc1c(Cl)n(Cl)c2c(Cl)cc(Cl)cc12
3304,0,O=CC[C@@H]1CCc2cccc(C=O)c21
3305,0,Cc1ccc(F)c(-c2ccccc2F)c1
3306,0,Ic1cccc(C#Cc2ccccc2I)c1
3307,1,OCc1ccc(-c2sc(-c3ccc(CO)cc3)c(-c3ccc(CO)cc3)c2-c2ccc(CO)cc2)cc1
3308,0,NCC1(N)CCCCCC1
3309,0,Cn1c(Cl)c(C(=O)O)c(C(=O)O)c1-c1ccccc1
3310,0,COc1cc(C)cc2c1C(=O)C(C=O)=C(c1c(C)cc3c(c1OC)C(=O)C(C=O)=CC3=O)C2=O
3311,0,C[C@@H](CN)CCN
3312,0,CC1=CC[C@H]([C@H](C)F)[C@@H]1F
3313,0,O=C[C@@H]1CCCC[C@@H]1C[C@H]1CC[C@@H](C=O)CC1
3314,0,COc1c(O)cc(F)c(F)c1O
3315,0,Cc1cc(Cl)c2[nH]c(C=O)c(C=O)c2c1
3316,0,CC1(C)NC(=N)NC(=N)N1OCc1cccc2ccccc12
3317,1,C[C@@H](N)CN
3318,0,O=CC(=O)[C@H]1CC2(C[C@H]1C=O)OCCO2
3319,0,CC(=O)[C@]1(C)[C@H](Cl)C[C@@]2(Cl)CC(C)(C)C[C@@H]21
3320,0,O=CCc1ccc2ccc3ccc(CC=O)nc3c2n1
3321,0,CO[C@H]1C=C[C@@H](OC)[C@H](C(=O)O)[C@@H]1C(=O)O
3322,0,O=C(O)C1=NCN(c2ccc(Cl)cc2)C(C(=O)O)=N1
3323,0,NC(=NC(=NCCc1ccccc1)C(=O)O)C(=O)O
3324,0,O=C(O)[C@H]1[C@@H]2[C@@H]1C[C@@H](Cl)[C@]2(Cl)C(=O)O
3325,0,Cc1c(I)cc(I)c(C)c1I
3326,0,Br[C@H]1C[C@@H]1[C@@H]1C[C@H]1Br
3327,0,CS/C(C=O)=N/NC(=S)C=O
3328,0,O=C(O)[C@@H](Cl)CCl
3329,0,SC(Cl)=N/N=C(\Cl)c1ccccn1
3330,0,CC1=CC[C@H](C(C)C)[C@@H](C=O)[C@@H]1C=O
3331,0,Cc1ccc(C)c2cc(C(=O)O)c(C(=O)O)cc12
3332,0,ClCC1(Cl)CC1
3333,0,O=C(O)C1=NN=C(C(=O)O)C1=NNc1ccc(S(=O)(=O)O)c2ccccc12
3334,0,O=C(O)C(=S)N/N=C\C=N\NC(=S)C(=O)O
3335,0,CC1(C)N=C(I)N=C(I)N1c1cccc(C(F)(F)F)c1
3336,0,C/C(F)=C/[C@@H](C)F
3337,0,Cc1c(C)c(CI)c(C)c(C)c1CI
3338,0,CC/C(=C\C(=O)O)C(=O)O
3339,0,C[C@]12CCC[C@@](C)(N)[C@H]1CC[C@]1(N)OC(=O)CC[C@@H]12
3340,0,CC1=C/C(=C2/C=C(C)C(=O)C(CO)=C2)C=C(CO)C1=O
3341,0,[H]/N=C(/I)CCI
3342,0,O=C(O)[C@H]1c2ccccc2[C@@H](C(=O)O)c2cc(Cl)ccc21
3343,0,Cc1csc(Br)c1Br
3344,0,C[C@H]1Cc2c(n(N)c3ccccc23)-c2ncc(N)c(=O)n21
3345,0,S=C(Cl)SSC(=S)Cl
3346,0,O=C(O)C[C@H]1C[C@@H](C(=O)O)C(=O)O1
3347,0,O=C(O)CCCCCCC(=O)O
3348,0,ClC1=C[C@H]2[C@H]3C=C[C@@H]1C=C(Cl)[C@@H]23
3349,0,O[C@H]1[C@@H](O)[C@@H](O)[C@@H](CF)O[C@@H]1O[C@H]1[C@H](F)C[C@@H](F)[C@@H](O)[C@H]1O
3350,0,CC1(C)[C@H](CC=O)CC[C@]1(C)CC=O
3351,0,Fc1ccc(NN=C2C(I)=NN=C2I)cc1F
3352,0,Nc1cc(N)c([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1
3353,0,C=C1C[C@](C)(C(=O)O)[C@@H](C(=O)O)C[C@@H]1O
3354,0,CC(C)[C@@](C)(Cl)C(=S)Cl
3355,0,NC1=C(N)[C@H]2C=C[C@@H]1CC2
3356,0,COc1c(Cl)cc(Cl)c(C)c1Cl
3357,0,OCCc1ccc(CCO)cc1
3358,1,Brc1ccc(-c2nc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)[nH]2)cc1
3359,0,C[C@@]12C[C@H]3[C@H]4C[C@@H]1[C@H](C[C@@]4(C)NN3C(=O)O)N(C(=O)O)N2
3360,0,COC(=O)c1ccc([C@@H](C=O)[C@H](C=O)c2ccc(C(=O)OC)cc2)cc1
3361,0,Ic1c2cccccc-2c(I)c1I
3362,0,Clc1ccc(I)c(Cl)c1I
3363,0,C[C@H](C=O)C[C@H](C)C=O
3364,0,CC(=O)O[C@H]1[C@@H]2CC(C)(C)CC2=C(C=O)[C@]2(C=O)C[C@]12C
3365,0,O=C(O)C1=CC=c2c3c(c4cccc5cccc2c54)C=CC(C(=O)O)=C1C3
3366,0,O=CCC(=O)N=C(O)CC=O
3367,1,O=Cc1c2ccccc2c(C=O)c2ncccc12
3368,0,OC[C@@H]1C[C@@H]2C[C@H]1C[C@H]2CO
3369,0,Br[C@H]1CC[C@H](Br)C1
3370,1,COc1ccc([C@H](N)[C@@H](N)c2ccc(OC)cc2)cc1
3371,0,Cc1cc(C)cc([C@@H](C=O)[C@@H](C=O)c2cc(C)cc(C)c2)c1
3372,0,C[C@]1(C=O)CCCC[C@]1(C)CC=O
3373,0,Cc1c(C=O)cc(C=O)c(Cl)c1C=O
3374,0,OCN1CCN(CO)CCN(CO)CC1
3375,0,Fc1ccc2cc1CCc1ccc(F)c(c1)CC2
3376,0,OCc1cnc2c(CO)sc3cc(-c4ccccc4)nc1-n-3-2
3377,0,Cc1cc(Br)c2c(c1)c(C)c(C=O)n2C=O
3378,0,CC(=O)c1cccc(N2C(=N)NC(=N)NC2(C)C)c1
3379,0,OC[C@]12CN3C[C@](CO)(C1)C[C@@](CO)(C3)C2
3380,0,C[C@H](Br)[C@H](C)Br
3381,0,NC[C@H]1O[C@@H](O)[C@@H](N)[C@@H](O)[C@@H]1O
3382,0,Fc1ccc2c(c1)C1c3cc(F)ccc3C2c2ccc(F)cc21
3383,1,Brc1sc(-c2cc(C#Cc3ccccc3)c(Br)s2)cc1C#Cc1ccccc1
3384,0,CCc1cccc(NN=C2C(Br)=NN=C2Br)c1
3385,0,OCCCCN(CCCCO)CCCCO
3386,0,CC1(C)N=C(Cl)N=C(Cl)N1c1ccc(S(C)(=O)=O)cc1
3387,0,CO[C@@H]1O[C@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](C(=O)O)[C@@H]1C(=O)O
3388,0,O=C1C(Cl)=C(CO)C(=O)C(Cl)=C1CO
3389,1,OCc1ccc(-c2c(-c3ccc(O)cc3)c(-c3ccc(CO)cc3)c(-c3ccc(CO)cc3)c(-c3ccc(CO)cc3)c2-c2ccc(O)cc2)cc1
3390,0,ClCc1c2ccccc2c(CCl)c2ccccc12
3391,0,CC(C)(C)[C@@H]1CN(C=O)c2ccccc2N1C=O
3392,1,CC(C)(C)c1cc(C(C)(C)C)c(C=O)cc1C=O
3393,0,C[C@]12c3cc(I)ccc3[C@@]3(C)c4ccc(I)cc4[C@@](C)(c4ccc(I)cc41)[C@@]23C
3394,0,ClC[C@]12C[C@H]3C[C@H](C[C@](CCl)(C3)C1)C2
3395,0,CC1(C)[C@@H](C(=O)O)[C@@]2(C#N)C[C@]1(C#N)[C@@H](C(=O)O)C2(C)C
3396,0,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N
3397,0,O=C(O)/C=C(/C(=O)O)C(=O)c1ccc(Cl)cc1
3398,1,Cc1c(Br)cc(Br)cc1Br
3399,0,Nc1nnc2ccccc2c1N
3400,0,C[C@@]12CCC=C(Cl)[C@@]1(Cl)C2
3401,0,Ic1ccc2c(c1)CC[C@H]1CCc3cc(I)ccc3[C@H]21
3402,0,N=C(N)Nc1ccc2c(c1)Cc1ccc(NC(=N)N)cc1C2
3403,1,NCc1ccc(CN)o1
3404,0,Cc1ccc2c(c1)C(Cl)=C(Cl)c1ccccc1C2
3405,0,Cc1c(C=O)ccc2c(C=O)cccc12
3406,0,C[C@@]1([C@]2(O)CCCC[C@@H]2Cl)[C@H](O)c2occc2[C@@](C)(O)[C@H]1Cl
3407,0,Cc1cccc2oc(N)c(N)c12
3408,0,CC1(C)O[C@@H](C=O)[C@H]2[C@H](C(=O)C=O)C(=O)c3ccccc3[C@@]2(C)O1
3409,0,N=C(Cl)N[C@H]1[C@H](O)[C@H](NC(=N)Cl)[C@H](O)[C@H](O)[C@H]1O
3410,0,Clc1cc(Cl)cc(C#Cc2ccc(C#Cc3cc(Cl)cc(Cl)c3)cc2)c1
3411,0,O=Cc1cc(Br)c(C=O)[nH]1
3412,1,OCc1ccc(-c2cc(-c3ccc(CO)cc3)cc(-c3ccc(CO)cc3)c2)cc1
3413,1,COC1=C(C=O)C(=O)C(OC)=C(C=O)C1=O
3414,0,NC1=C(N2CC2)C(=O)C(N)=C(N2CC2)C1=O
3415,0,Cl/C=C\c1ccc(Cl)s1
3416,0,O=CC1=C(Cl)C(=CN2CCOCC2)C(Cl)=C(C=O)C1
3417,0,Cc1c(N)n(N)c2c(Cl)ccc(Cl)c12
3418,0,ClC1=CC[C@@H]2C(Cl)=C(Cl)C[C@H]12
3419,0,Cc1cc(Cl)c2[nH]c(N)c(N)c2c1
3420,0,FC1=C(F)C(Br)=C1Br
3421,0,Cc1cc(C)cc(N2C(F)=NC(F)=NC2(C)C)c1
3422,0,Clc1ccc2c(c1)N(I)Cc1ccccc1CN2I
3423,0,CC1(C)CCC[C@]2(C)[C@H]1CC=C(F)[C@H]2CF
3424,0,NC(C=O)=NN=C1C=CC(=NN=C(N)C=O)C=C1
3425,0,O[C@H]1CO[C@]2(CC[C@H]1O)[C@@H](F)C[C@@H](F)[C@H](O)[C@@H]2O
3426,0,Oc1cc2c(I)c(O)ccc2cc1I
3427,0,Cc1ccc(C)c2c1[C@@H](F)c1ccccc1[C@H]2F
3428,0,CC[C@H](C(=O)O)C(O)(O)C(=O)O
3429,0,O=CCC(Br)CC=O
3430,0,CC1=C(Br)C2=CC=C3C=CC=C4C=CC(=C1Br)[C@@]2(C)[C@]43C
3431,0,CC1(C)C(I)=N/C(=N/N=C2\N=C(I)C(C)(C)N2O)N1O
3432,0,Clc1sc(-c2cc(C#Cc3ccccc3)c(Cl)s2)cc1C#Cc1ccccc1
3433,0,C/C(C#C/C(C)=C\C=O)=C/C=O
3434,0,O=Cc1cnc2c(C=O)sc3cc(-c4ccccc4)cc1-n-3-2
3435,0,Oc1cc(Cl)c(I)c(O)c1I
3436,0,Clc1c(I)c(Cl)c(I)c(Cl)c1I
3437,0,OCC1=NN=C(CO)C1=NNc1nc2ccccc2s1
3438,0,C[C@]12CC[C@@H]3[C@@H](CC[C@]4(/C=C/F)CC(=O)CC[C@@]34C)[C@H]1CC[C@@H]2F
3439,0,CCOc1cccc(N2C(Cl)=NC(Cl)=NC2(C)C)c1
3440,0,C[C@@H]1CCC[C@H](C=O)[C@H]1C=O
3441,0,Fc1cc(Br)c(F)[nH]1
3442,0,CC1(C)[C@H](Cl)CC[C@@]1(C)Cl
3443,0,CO[C@H]1O[C@@H](CC(=O)O)[C@@H](O)[C@@H](C(=O)O)[C@@H]1O
3444,0,Cc1cc(C)c(-c2c(C)cc(C)c(F)c2C)c(C)c1F
3445,1,OCc1cc(CO)cc(-c2cc(CO)cc(CO)c2)c1
3446,0,OCC1=C(CO)[C@H]2c3ccccc3[C@@H]1c1ccccc12
3447,1,CC(C)(C)c1cc(C(C)(C)C)c(N)cc1N
3448,0,[H]/N=C(C=O)/N=C1\N=C(C=O)c2ccccc21
3449,0,C[C@@](C(=O)O)(c1ccc(Cl)cc1)[C@@H](C(=O)O)c1ccc(Cl)cc1
3450,0,FN1CC(Br)CN1F
3451,1,Brc1c2ccccc2c(-c2c3ccccc3c(Br)c3ccccc23)c2ccccc12
3452,0,FC[C@@H](F)c1cccc(F)c1
3453,0,COC[C@H](C=O)CC=O
3454,0,O=C[C@H](c1ccc(Cl)cc1)[C@@H](C=O)c1ccc(Cl)cc1
3455,0,C[C@H]1C[C@H](I)C(I)=CC2=C1CC(C)(C)C2
3456,0,S=C1C=C(I)C(=S)C=C1I
3457,0,N[C@H]1C[C@@H]2C[C@H]1C[C@@H]2N
3458,1,NC[C@H](O)[C@@H](O)CN
3459,0,Br[C@H]1CC=CC[C@@H]1Br
3460,0,ClC1=CC=CC=C(C2=CC=CC=C(Cl)C2)C1
3461,1,Nc1cc2sc(N)cc2s1
3462,0,[H]/N=C1\C=C(CO)C(=O)C(CO)=C1O
3463,0,O=CC1=C(O)[C@@H]2CCC(C=O)=C(O)[C@@H]2CC1
3464,1,O=Cc1ccc(C#Cc2cccc(C#Cc3ccc(C=O)cc3)c2)cc1
3465,1,Cc1ccccc1[C@H](N)[C@H](N)c1ccccc1C
3466,0,CC1=CC[C@H]([C@H](C)Br)[C@@H]1Br
3467,0,CC(/C=N\NC(=N)Cl)=N\NC(=N)Cl
3468,0,O=C/C=N\N=C1C=CC(=NNC(=S)C=O)C=C1
3469,0,N#C[C@H](Br)[C@H](Br)C#N
3470,0,O[C@H]1O[C@@H](CI)[C@H](O)[C@H](O)[C@H]1I
3471,0,CC(=O)O[C@H]1[C@]2(O)CC(C)(C)CC2=C(N)[C@@]2(N)C[C@@]12C
3472,0,OCC(=N/Cl)/N=N/C(CO)=N/Cl
3473,0,[H]/N=C(/F)CF
3474,1,OCCC1(CCO)CCC1
3475,0,Cl[C@H](c1ccco1)[C@H](Cl)c1ccco1
3476,0,O=C/C=C\C#C/C=C/C=O
3477,0,FC1=NNc2c(F)nn(-c3ccccc3)c2O1
3478,0,N[C@H]1C[C@@H](N)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2N)[C@@H](O)[C@@H]1O
3479,0,O=C(O)/C=C/[C@H]1C=CC=C1C(=O)O
3480,0,CS(C)=C1C(F)=CC=C1F
3481,0,Br[C@H]1[C@@H]2[C@H](Br)[C@H]12
3482,0,C[C@H]1CC[C@@]2(CC1)N=C(C=O)N=C(C=O)N2c1ccc(Cl)cc1
3483,0,CC(C)(F)c1cc(C(C)(C)F)c(O)c(C(C)(C)F)c1
3484,0,Cc1cc(-c2[nH]c(Cl)cc2C)[nH]c1Cl
3485,1,C[Si](c1ccc(Br)cc1)(c1ccc(Br)cc1)c1ccc(Br)cc1
3486,0,[H]/N=C(C#N)\C(=N\C(C#N)=C(/C#N)C(=O)O)C(=O)O
3487,0,O[C@H]1[C@@H](Cl)[C@H](O)[C@@H](Cl)[C@@H](O)[C@H]1Cl
3488,0,C=C1CC[C@H]2[C@@](C)(C=O)CCC[C@]2(C)[C@H]1CC=O
3489,0,O[C@H]1[C@H](Cl)[C@H](O)[C@H](Cl)[C@@H](O)[C@@H]1Cl
3490,0,C/C(F)=C/c1ccc(F)o1
3491,0,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@]1(Cl)C(=O)CC(Cl)=CC[C@H]21
3492,0,CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C=C(Cl)[C@]2(O)Cl
3493,0,N/C=C/N
3494,0,S=C(Cl)SCCSC(=S)Cl
3495,0,Fc1ccc(C(F)(F)F)cc1-c1cc(C(F)(F)F)ccc1F
3496,0,N/C=C\N
3497,0,C=C1COCCN(Br)CCN(Br)CCN(Br)CCOC1
3498,0,Oc1c(Br)cc(Br)cc1CCl
3499,1,O=C(O)c1ccc(C(=O)O)[nH]1
3500,0,Clc1cc2sc(Cl)cc2s1
3501,0,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)cc1Cl
3502,1,Nc1cscc1N
3503,0,CC1(C)O[C@@H]2[C@H](CO)CSC[C@@H](CO)[C@H]2O1
3504,0,IC1=NN=C(I)C1=NN=c1cc[nH]cc1
3505,1,O=Cc1[nH]c(C=O)c(Br)c1Br
3506,0,Clc1cc2nc(I)c(I)nc2cc1Cl
3507,0,Cc1ccc(/C(F)=N\N=C(\F)c2ccc(C)cc2)cc1
3508,0,OCc1cnc(F)c(O)c1F
3509,0,FC1=N[C@@]2(F)N=CN=C2C=N1
3510,0,O=C(O)/C=C/c1ccccc1C(=O)O
3511,0,CC(=O)N1[C@H]2[C@@H]3N(C=O)[C@@H]4[C@H](N2C=O)N(C(C)=O)[C@H]([C@H]1N3C(C)=O)N4C=O
3512,0,Nc1cc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(N)s1
3513,0,C/C=C1\CN(N)[C@@H]2C[C@H]1[C@@H](C(=O)OC)[C@@]13C[C@H](O)O[C@@]21N(N)c1ccccc13
3514,0,Fc1nc(-c2csc(F)n2)cs1
3515,0,CSc1ccc(N2C(C=O)=NC(C=O)=NC2(C)C)cc1
3516,1,O=CC1=C(C=O)[C@H]2c3ccccc3[C@@H]1c1ccccc12
3517,0,Cc1c(Cl)cc(Cl)n1C
3518,0,CC[C@@H]1C[C@@H](CC)[C@@H](Cl)[C@H](C)[C@H]1Cl
3519,0,NC(=NC(=S)C(=O)O)C(=O)O
3520,0,O=C1O[C@H](CF)[C@@H](F)[C@H]1F
3521,0,CO[C@@H]1C=C[C@@H](OC)[C@@H](CO)[C@@H]1CO
3522,0,FCCCN(CCCF)CCCF
3523,0,Cc1ccc2c(Br)cccc2c1Br
3524,0,CCC(c1ccc(-c2ccc(F)cc2)cc1)(c1ccc(-c2ccc(F)cc2)cc1)c1ccc(-c2ccc(F)cc2)cc1
3525,0,Cl[C@H]1[C@H](c2ccccc2)[C@H](Cl)[C@@H]1c1ccccc1
3526,0,OCC1=NN=C(CO)C1=NNc1ncc[nH]1
3527,0,CC(C)(C)c1cc(C(C)(C)C)c(Cl)cc1Cl
3528,0,Cl[C@@H]1C[C@H]2CCC[C@@]2(Cl)C1
3529,0,CS/C(C(=O)O)=C(C#N)/C(C#N)=C(\SC)C(=O)O
3530,0,CC(C)(Br)c1ccc(C(C)(C)Br)cc1
3531,0,N#CC1=C(N)S[C@H](c2ccccc2)[C@](C#N)(C(=N)S)[C@H]1c1ccccc1
3532,0,C#CC1C(Cl)=CN(c2ncccn2)C=C1Cl
3533,0,Nc1ccc(N)c2c1Oc1ccccc1O2
3534,0,Fc1ccc(F)n1-c1ccccc1
3535,0,O=CC[C@@H]1CCC[C@H]1C=O
3536,0,CC[C@@]12C3=CC=CC1=C(C(=O)O)C(C(=O)O)=C2C=C3
3537,0,CC(C)(C)S(=O)(=O)c1c(C=O)csc1C=O
3538,0,N#CC1=C(F)/C(=C/c2ccccc2O)C(=O)N=C1F
3539,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)cc2-c2ccc(C(=O)O)cc2)cc1
3540,0,O=CO[C@H]1[C@@H](C=O)[C@H]2[C@@H]1CC[C@H]2O
3541,0,O=C1N=C(Cl)N=C(O)C1Cl
3542,0,COc1c(Br)cc(Cl)c(C)c1Br
3543,0,O=C(O)[C@H](CO)CCCO
3544,1,NC[C@H](O)[C@H](O)CN
3545,0,I[C@H]1CCC[C@H](I)[C@H]2COC[C@@H]12
3546,0,CC(C)(Cl)CCl
3547,0,BrC1(OOC2(Br)CCCCC2)CCCCC1
3548,0,CC1=C(C=O)C(C)(C)[C@H](C=O)CC1
3549,1,Nc1ccc(-c2ccc([C@]34C[C@H]5C[C@H](C3)C[C@@](c3ccc(-c6ccc(N)cc6)cc3)(C5)C4)cc2)cc1
3550,0,BrCC1(Br)CC1
3551,0,Fc1cc(F)c2c(c1)CCC2
3552,0,F[C@@H]1[C@H]2c3ccccc3[C@H](c3ccccc32)[C@H]1F
